drug1,drug2,cell,Synergy_Smean
31.0,1.0,59.0,8.998542
1.0,31.0,59.0,8.998542
31.0,1.0,60.0,9.8188505
1.0,31.0,60.0,9.8188505
31.0,1.0,61.0,15.83062
1.0,31.0,61.0,15.83062
31.0,1.0,62.0,7.266521
1.0,31.0,62.0,7.266521
31.0,1.0,63.0,6.281584
1.0,31.0,63.0,6.281584
31.0,1.0,64.0,12.537148
1.0,31.0,64.0,12.537148
31.0,1.0,65.0,1.1245414
1.0,31.0,65.0,1.1245414
31.0,1.0,66.0,0.9776706
1.0,31.0,66.0,0.9776706
31.0,1.0,67.0,4.120915
1.0,31.0,67.0,4.120915
31.0,1.0,68.0,10.859509
1.0,31.0,68.0,10.859509
31.0,1.0,69.0,3.545247
1.0,31.0,69.0,3.545247
31.0,2.0,38.0,28.168886
2.0,31.0,38.0,28.168886
31.0,2.0,39.0,19.916624
2.0,31.0,39.0,19.916624
31.0,2.0,40.0,14.380981
2.0,31.0,40.0,14.380981
31.0,2.0,41.0,10.5782
2.0,31.0,41.0,10.5782
31.0,2.0,42.0,9.428957
2.0,31.0,42.0,9.428957
31.0,2.0,43.0,25.58003
2.0,31.0,43.0,25.58003
31.0,2.0,44.0,11.53375
2.0,31.0,44.0,11.53375
31.0,2.0,45.0,9.3876295
2.0,31.0,45.0,9.3876295
31.0,2.0,46.0,13.985676
2.0,31.0,46.0,13.985676
31.0,2.0,47.0,16.256042
2.0,31.0,47.0,16.256042
31.0,2.0,48.0,72.74055
2.0,31.0,48.0,72.74055
31.0,2.0,49.0,14.794469
2.0,31.0,49.0,14.794469
31.0,2.0,50.0,13.98428
2.0,31.0,50.0,13.98428
31.0,2.0,51.0,-0.16619678
2.0,31.0,51.0,-0.16619678
31.0,2.0,52.0,8.940866
2.0,31.0,52.0,8.940866
31.0,2.0,53.0,11.908607
2.0,31.0,53.0,11.908607
31.0,2.0,54.0,6.7819624
2.0,31.0,54.0,6.7819624
31.0,2.0,55.0,18.69292
2.0,31.0,55.0,18.69292
31.0,2.0,56.0,18.857256
2.0,31.0,56.0,18.857256
31.0,2.0,57.0,19.258572
2.0,31.0,57.0,19.258572
31.0,2.0,58.0,18.692484
2.0,31.0,58.0,18.692484
31.0,2.0,59.0,12.639399
2.0,31.0,59.0,12.639399
31.0,2.0,60.0,-0.105193146
2.0,31.0,60.0,-0.105193146
31.0,2.0,61.0,19.897623
2.0,31.0,61.0,19.897623
31.0,2.0,62.0,24.19832
2.0,31.0,62.0,24.19832
31.0,2.0,63.0,21.608461
2.0,31.0,63.0,21.608461
31.0,2.0,64.0,9.164379
2.0,31.0,64.0,9.164379
31.0,2.0,65.0,15.437409
2.0,31.0,65.0,15.437409
31.0,2.0,66.0,14.209559
2.0,31.0,66.0,14.209559
31.0,2.0,67.0,111.95944
2.0,31.0,67.0,111.95944
31.0,2.0,68.0,17.326382
2.0,31.0,68.0,17.326382
31.0,2.0,69.0,11.57517
2.0,31.0,69.0,11.57517
31.0,3.0,38.0,-20.466923
3.0,31.0,38.0,-20.466923
31.0,3.0,39.0,-16.410717
3.0,31.0,39.0,-16.410717
31.0,3.0,40.0,9.495895
3.0,31.0,40.0,9.495895
31.0,3.0,41.0,-16.531446
3.0,31.0,41.0,-16.531446
31.0,3.0,42.0,-32.638176
3.0,31.0,42.0,-32.638176
31.0,3.0,43.0,-6.762729
3.0,31.0,43.0,-6.762729
31.0,3.0,44.0,2.0228791
3.0,31.0,44.0,2.0228791
31.0,3.0,45.0,-3.26492
3.0,31.0,45.0,-3.26492
31.0,3.0,46.0,-7.950119
3.0,31.0,46.0,-7.950119
31.0,3.0,47.0,-18.448978
3.0,31.0,47.0,-18.448978
31.0,3.0,48.0,-8.489993
3.0,31.0,48.0,-8.489993
31.0,3.0,49.0,-3.9553747
3.0,31.0,49.0,-3.9553747
31.0,3.0,50.0,-4.6415257
3.0,31.0,50.0,-4.6415257
31.0,3.0,51.0,51.001373
3.0,31.0,51.0,51.001373
31.0,3.0,52.0,-31.132578
3.0,31.0,52.0,-31.132578
31.0,3.0,53.0,0.348994
3.0,31.0,53.0,0.348994
31.0,3.0,54.0,-7.7333403
3.0,31.0,54.0,-7.7333403
31.0,3.0,55.0,-17.21463
3.0,31.0,55.0,-17.21463
31.0,3.0,56.0,-16.086422
3.0,31.0,56.0,-16.086422
31.0,3.0,57.0,-4.328189
3.0,31.0,57.0,-4.328189
31.0,3.0,58.0,-1.1815618
3.0,31.0,58.0,-1.1815618
31.0,3.0,59.0,3.695951
3.0,31.0,59.0,3.695951
31.0,3.0,60.0,-19.692986
3.0,31.0,60.0,-19.692986
31.0,3.0,61.0,-6.2320743
3.0,31.0,61.0,-6.2320743
31.0,3.0,62.0,-8.589077
3.0,31.0,62.0,-8.589077
31.0,3.0,63.0,-8.973388
3.0,31.0,63.0,-8.973388
31.0,3.0,64.0,-14.753818
3.0,31.0,64.0,-14.753818
31.0,3.0,65.0,-5.089268
3.0,31.0,65.0,-5.089268
31.0,3.0,66.0,-4.4794044
3.0,31.0,66.0,-4.4794044
31.0,3.0,67.0,-8.762216
3.0,31.0,67.0,-8.762216
31.0,3.0,68.0,-9.218057
3.0,31.0,68.0,-9.218057
31.0,3.0,69.0,-18.127764
3.0,31.0,69.0,-18.127764
31.0,4.0,38.0,17.03147
4.0,31.0,38.0,17.03147
31.0,4.0,39.0,26.018959
4.0,31.0,39.0,26.018959
31.0,4.0,40.0,-5.2608857
4.0,31.0,40.0,-5.2608857
31.0,4.0,41.0,25.883547
4.0,31.0,41.0,25.883547
31.0,4.0,42.0,4.7256165
4.0,31.0,42.0,4.7256165
31.0,4.0,43.0,29.386501
4.0,31.0,43.0,29.386501
31.0,4.0,44.0,-8.047696
4.0,31.0,44.0,-8.047696
31.0,4.0,45.0,-31.910734
4.0,31.0,45.0,-31.910734
31.0,4.0,46.0,-38.91279
4.0,31.0,46.0,-38.91279
31.0,4.0,47.0,9.301433
4.0,31.0,47.0,9.301433
31.0,4.0,48.0,7.1092834
4.0,31.0,48.0,7.1092834
31.0,4.0,49.0,22.881912
4.0,31.0,49.0,22.881912
31.0,4.0,50.0,20.703634
4.0,31.0,50.0,20.703634
31.0,4.0,51.0,98.80382
4.0,31.0,51.0,98.80382
31.0,4.0,52.0,19.542593
4.0,31.0,52.0,19.542593
31.0,4.0,53.0,-65.7777
4.0,31.0,53.0,-65.7777
31.0,4.0,54.0,-7.9339676
4.0,31.0,54.0,-7.9339676
31.0,4.0,55.0,23.633623
4.0,31.0,55.0,23.633623
31.0,4.0,56.0,-1.189342
4.0,31.0,56.0,-1.189342
31.0,4.0,57.0,-3.987901
4.0,31.0,57.0,-3.987901
31.0,4.0,58.0,48.879753
4.0,31.0,58.0,48.879753
31.0,4.0,59.0,6.6692357
4.0,31.0,59.0,6.6692357
31.0,4.0,60.0,7.501148
4.0,31.0,60.0,7.501148
31.0,4.0,61.0,5.2683344
4.0,31.0,61.0,5.2683344
31.0,4.0,62.0,-24.725864
4.0,31.0,62.0,-24.725864
31.0,4.0,63.0,-1.1606666
4.0,31.0,63.0,-1.1606666
31.0,4.0,64.0,-7.6520467
4.0,31.0,64.0,-7.6520467
31.0,4.0,65.0,9.52379
4.0,31.0,65.0,9.52379
31.0,4.0,66.0,11.416924
4.0,31.0,66.0,11.416924
31.0,4.0,67.0,13.13203
4.0,31.0,67.0,13.13203
31.0,4.0,68.0,-0.70414734
4.0,31.0,68.0,-0.70414734
31.0,4.0,69.0,13.462812
4.0,31.0,69.0,13.462812
31.0,5.0,38.0,2.4158587
5.0,31.0,38.0,2.4158587
31.0,5.0,39.0,-1.6825724
5.0,31.0,39.0,-1.6825724
31.0,5.0,40.0,4.4015055
5.0,31.0,40.0,4.4015055
31.0,5.0,41.0,7.464713
5.0,31.0,41.0,7.464713
31.0,5.0,42.0,3.178195
5.0,31.0,42.0,3.178195
31.0,5.0,43.0,6.0960813
5.0,31.0,43.0,6.0960813
31.0,5.0,44.0,-7.595241
5.0,31.0,44.0,-7.595241
31.0,5.0,45.0,-5.771405
5.0,31.0,45.0,-5.771405
31.0,5.0,46.0,-7.736143
5.0,31.0,46.0,-7.736143
31.0,5.0,47.0,-3.8081515
5.0,31.0,47.0,-3.8081515
31.0,5.0,48.0,22.308987
5.0,31.0,48.0,22.308987
31.0,5.0,49.0,-4.7125483
5.0,31.0,49.0,-4.7125483
31.0,5.0,50.0,3.957477
5.0,31.0,50.0,3.957477
31.0,5.0,51.0,0.32704437
5.0,31.0,51.0,0.32704437
31.0,5.0,52.0,23.123987
5.0,31.0,52.0,23.123987
31.0,5.0,53.0,4.6033974
5.0,31.0,53.0,4.6033974
31.0,5.0,54.0,14.050699
5.0,31.0,54.0,14.050699
31.0,5.0,55.0,-4.5536485
5.0,31.0,55.0,-4.5536485
31.0,5.0,56.0,-9.829903
5.0,31.0,56.0,-9.829903
31.0,5.0,57.0,-14.517637
5.0,31.0,57.0,-14.517637
31.0,5.0,58.0,5.6596403
5.0,31.0,58.0,5.6596403
31.0,5.0,59.0,-3.4702992
5.0,31.0,59.0,-3.4702992
31.0,5.0,60.0,6.1633687
5.0,31.0,60.0,6.1633687
31.0,5.0,61.0,5.365155
5.0,31.0,61.0,5.365155
31.0,5.0,62.0,5.2694526
5.0,31.0,62.0,5.2694526
31.0,5.0,63.0,4.299959
5.0,31.0,63.0,4.299959
31.0,5.0,64.0,1.9798733
5.0,31.0,64.0,1.9798733
31.0,5.0,65.0,2.4463725
5.0,31.0,65.0,2.4463725
31.0,5.0,66.0,-6.6799064
5.0,31.0,66.0,-6.6799064
31.0,5.0,67.0,-6.443327
5.0,31.0,67.0,-6.443327
31.0,5.0,68.0,-12.574541
5.0,31.0,68.0,-12.574541
31.0,5.0,69.0,2.4641633
5.0,31.0,69.0,2.4641633
31.0,6.0,38.0,4.9388423
6.0,31.0,38.0,4.9388423
31.0,6.0,39.0,0.69790083
6.0,31.0,39.0,0.69790083
31.0,6.0,40.0,1.0174972
6.0,31.0,40.0,1.0174972
31.0,6.0,41.0,-2.0616493
6.0,31.0,41.0,-2.0616493
31.0,6.0,42.0,-2.2193227
6.0,31.0,42.0,-2.2193227
31.0,6.0,43.0,3.2730646
6.0,31.0,43.0,3.2730646
31.0,6.0,44.0,-7.6110444
6.0,31.0,44.0,-7.6110444
31.0,6.0,45.0,-1.2547561
6.0,31.0,45.0,-1.2547561
31.0,6.0,46.0,-3.4728603
6.0,31.0,46.0,-3.4728603
31.0,6.0,47.0,-2.7678773
6.0,31.0,47.0,-2.7678773
31.0,6.0,48.0,6.1176243
6.0,31.0,48.0,6.1176243
31.0,6.0,49.0,2.9179683
6.0,31.0,49.0,2.9179683
31.0,6.0,50.0,4.721767
6.0,31.0,50.0,4.721767
31.0,6.0,51.0,43.268906
6.0,31.0,51.0,43.268906
31.0,6.0,52.0,-12.140555
6.0,31.0,52.0,-12.140555
31.0,6.0,53.0,1.3676741
6.0,31.0,53.0,1.3676741
31.0,6.0,54.0,-10.739941
6.0,31.0,54.0,-10.739941
31.0,6.0,55.0,-5.7962785
6.0,31.0,55.0,-5.7962785
31.0,6.0,56.0,6.1857734
6.0,31.0,56.0,6.1857734
31.0,6.0,57.0,-9.942621
6.0,31.0,57.0,-9.942621
31.0,6.0,58.0,-14.025873
6.0,31.0,58.0,-14.025873
31.0,6.0,59.0,9.643513
6.0,31.0,59.0,9.643513
31.0,6.0,60.0,-12.16139
6.0,31.0,60.0,-12.16139
31.0,6.0,61.0,0.312663
6.0,31.0,61.0,0.312663
31.0,6.0,62.0,-6.1968665
6.0,31.0,62.0,-6.1968665
31.0,6.0,63.0,5.509104
6.0,31.0,63.0,5.509104
31.0,6.0,64.0,2.54666
6.0,31.0,64.0,2.54666
31.0,6.0,65.0,-7.555064
6.0,31.0,65.0,-7.555064
31.0,6.0,66.0,13.875538
6.0,31.0,66.0,13.875538
31.0,6.0,67.0,22.874973
6.0,31.0,67.0,22.874973
31.0,6.0,68.0,10.334446
6.0,31.0,68.0,10.334446
31.0,6.0,69.0,1.926979
6.0,31.0,69.0,1.926979
31.0,7.0,38.0,3.1267915
7.0,31.0,38.0,3.1267915
31.0,7.0,39.0,-11.484861
7.0,31.0,39.0,-11.484861
31.0,7.0,40.0,-3.0024097
7.0,31.0,40.0,-3.0024097
31.0,7.0,41.0,1.4855958
7.0,31.0,41.0,1.4855958
31.0,7.0,42.0,-3.700844
7.0,31.0,42.0,-3.700844
31.0,7.0,43.0,-6.7187567
7.0,31.0,43.0,-6.7187567
31.0,7.0,44.0,-14.919225
7.0,31.0,44.0,-14.919225
31.0,7.0,45.0,-0.56673425
7.0,31.0,45.0,-0.56673425
31.0,7.0,46.0,-13.939893
7.0,31.0,46.0,-13.939893
31.0,7.0,47.0,-10.551948
7.0,31.0,47.0,-10.551948
31.0,7.0,48.0,27.294107
7.0,31.0,48.0,27.294107
31.0,7.0,49.0,-14.012956
7.0,31.0,49.0,-14.012956
31.0,7.0,50.0,1.7188939
7.0,31.0,50.0,1.7188939
31.0,7.0,51.0,-1.274179
7.0,31.0,51.0,-1.274179
31.0,7.0,52.0,-8.876419
7.0,31.0,52.0,-8.876419
31.0,7.0,53.0,-11.343941
7.0,31.0,53.0,-11.343941
31.0,7.0,54.0,-14.9430485
7.0,31.0,54.0,-14.9430485
31.0,7.0,55.0,-4.3564568
7.0,31.0,55.0,-4.3564568
31.0,7.0,56.0,-36.35982
7.0,31.0,56.0,-36.35982
31.0,7.0,57.0,-16.800505
7.0,31.0,57.0,-16.800505
31.0,7.0,58.0,-10.030226
7.0,31.0,58.0,-10.030226
31.0,7.0,59.0,6.0622277
7.0,31.0,59.0,6.0622277
31.0,7.0,60.0,-10.922241
7.0,31.0,60.0,-10.922241
31.0,7.0,61.0,-18.335447
7.0,31.0,61.0,-18.335447
31.0,7.0,62.0,-4.32491
7.0,31.0,62.0,-4.32491
31.0,7.0,63.0,8.013831
7.0,31.0,63.0,8.013831
31.0,7.0,64.0,-15.065882
7.0,31.0,64.0,-15.065882
31.0,7.0,65.0,-12.738485
7.0,31.0,65.0,-12.738485
31.0,7.0,66.0,-13.008658
7.0,31.0,66.0,-13.008658
31.0,7.0,67.0,-8.033921
7.0,31.0,67.0,-8.033921
31.0,7.0,68.0,-12.09324
7.0,31.0,68.0,-12.09324
31.0,7.0,69.0,-15.404444
7.0,31.0,69.0,-15.404444
31.0,8.0,38.0,8.308231
8.0,31.0,38.0,8.308231
31.0,8.0,39.0,4.4586334
8.0,31.0,39.0,4.4586334
31.0,8.0,40.0,8.89529
8.0,31.0,40.0,8.89529
31.0,8.0,41.0,6.300371
8.0,31.0,41.0,6.300371
31.0,8.0,42.0,-0.64485884
8.0,31.0,42.0,-0.64485884
31.0,8.0,43.0,10.667335
8.0,31.0,43.0,10.667335
31.0,8.0,44.0,4.0801773
8.0,31.0,44.0,4.0801773
31.0,8.0,45.0,-4.4831896
8.0,31.0,45.0,-4.4831896
31.0,8.0,46.0,-0.5471477
8.0,31.0,46.0,-0.5471477
31.0,8.0,47.0,7.2657385
8.0,31.0,47.0,7.2657385
31.0,8.0,48.0,15.331595
8.0,31.0,48.0,15.331595
31.0,8.0,49.0,2.3514261
8.0,31.0,49.0,2.3514261
31.0,8.0,50.0,5.1459627
8.0,31.0,50.0,5.1459627
31.0,8.0,51.0,-9.647342
8.0,31.0,51.0,-9.647342
31.0,8.0,52.0,-4.9284315
8.0,31.0,52.0,-4.9284315
31.0,8.0,53.0,6.5307264
8.0,31.0,53.0,6.5307264
31.0,8.0,54.0,6.4958396
8.0,31.0,54.0,6.4958396
31.0,8.0,55.0,6.5326066
8.0,31.0,55.0,6.5326066
31.0,8.0,56.0,3.6157775
8.0,31.0,56.0,3.6157775
31.0,8.0,57.0,9.897607
8.0,31.0,57.0,9.897607
31.0,8.0,58.0,-6.8482122
8.0,31.0,58.0,-6.8482122
31.0,8.0,59.0,6.184798
8.0,31.0,59.0,6.184798
31.0,8.0,60.0,-6.4040313
8.0,31.0,60.0,-6.4040313
31.0,8.0,61.0,2.6454659
8.0,31.0,61.0,2.6454659
31.0,8.0,62.0,10.454525
8.0,31.0,62.0,10.454525
31.0,8.0,63.0,7.0076795
8.0,31.0,63.0,7.0076795
31.0,8.0,64.0,3.944853
8.0,31.0,64.0,3.944853
31.0,8.0,65.0,0.82284075
8.0,31.0,65.0,0.82284075
31.0,8.0,66.0,1.3807856
8.0,31.0,66.0,1.3807856
31.0,8.0,67.0,12.05778
8.0,31.0,67.0,12.05778
31.0,8.0,68.0,12.041483
8.0,31.0,68.0,12.041483
31.0,8.0,69.0,5.090804
8.0,31.0,69.0,5.090804
31.0,9.0,38.0,10.743287
9.0,31.0,38.0,10.743287
31.0,9.0,39.0,-2.174461
9.0,31.0,39.0,-2.174461
31.0,9.0,40.0,-5.6292176
9.0,31.0,40.0,-5.6292176
31.0,9.0,41.0,-13.574088
9.0,31.0,41.0,-13.574088
31.0,9.0,42.0,7.027328
9.0,31.0,42.0,7.027328
31.0,9.0,43.0,3.273731
9.0,31.0,43.0,3.273731
31.0,9.0,44.0,-8.4444
9.0,31.0,44.0,-8.4444
31.0,9.0,45.0,5.3064103
9.0,31.0,45.0,5.3064103
31.0,9.0,46.0,-2.1272974
9.0,31.0,46.0,-2.1272974
31.0,9.0,47.0,0.48733014
9.0,31.0,47.0,0.48733014
31.0,9.0,48.0,18.248278
9.0,31.0,48.0,18.248278
31.0,9.0,49.0,11.416344
9.0,31.0,49.0,11.416344
31.0,9.0,50.0,13.537909
9.0,31.0,50.0,13.537909
31.0,9.0,51.0,29.18261
9.0,31.0,51.0,29.18261
31.0,9.0,52.0,-9.445499
9.0,31.0,52.0,-9.445499
31.0,9.0,53.0,2.3810918
9.0,31.0,53.0,2.3810918
31.0,9.0,54.0,-8.834417
9.0,31.0,54.0,-8.834417
31.0,9.0,55.0,-7.110798
9.0,31.0,55.0,-7.110798
31.0,9.0,56.0,-1.5763869
9.0,31.0,56.0,-1.5763869
31.0,9.0,57.0,-13.897227
9.0,31.0,57.0,-13.897227
31.0,9.0,58.0,11.187698
9.0,31.0,58.0,11.187698
31.0,9.0,59.0,5.963667
9.0,31.0,59.0,5.963667
31.0,9.0,60.0,-3.2586503
9.0,31.0,60.0,-3.2586503
31.0,9.0,61.0,4.747904
9.0,31.0,61.0,4.747904
31.0,9.0,62.0,-4.1661096
9.0,31.0,62.0,-4.1661096
31.0,9.0,63.0,0.07797396
9.0,31.0,63.0,0.07797396
31.0,9.0,64.0,0.08845286
9.0,31.0,64.0,0.08845286
31.0,9.0,65.0,-6.5129166
9.0,31.0,65.0,-6.5129166
31.0,9.0,66.0,15.448904
9.0,31.0,66.0,15.448904
31.0,9.0,67.0,19.056526
9.0,31.0,67.0,19.056526
31.0,9.0,68.0,6.5133433
9.0,31.0,68.0,6.5133433
31.0,9.0,69.0,-4.9934893
9.0,31.0,69.0,-4.9934893
31.0,10.0,38.0,12.756674
10.0,31.0,38.0,12.756674
31.0,10.0,39.0,10.314304
10.0,31.0,39.0,10.314304
31.0,10.0,40.0,3.0450785
10.0,31.0,40.0,3.0450785
31.0,10.0,41.0,1.4697924
10.0,31.0,41.0,1.4697924
31.0,10.0,42.0,5.4715095
10.0,31.0,42.0,5.4715095
31.0,10.0,43.0,-6.0729976
10.0,31.0,43.0,-6.0729976
31.0,10.0,44.0,2.6337898
10.0,31.0,44.0,2.6337898
31.0,10.0,45.0,2.2197235
10.0,31.0,45.0,2.2197235
31.0,10.0,46.0,3.0408406
10.0,31.0,46.0,3.0408406
31.0,10.0,47.0,-0.45240414
10.0,31.0,47.0,-0.45240414
31.0,10.0,48.0,7.589512
10.0,31.0,48.0,7.589512
31.0,10.0,49.0,-4.8658915
10.0,31.0,49.0,-4.8658915
31.0,10.0,50.0,4.7716722
10.0,31.0,50.0,4.7716722
31.0,10.0,51.0,1.7777388
10.0,31.0,51.0,1.7777388
31.0,10.0,52.0,-1.6297148
10.0,31.0,52.0,-1.6297148
31.0,10.0,53.0,-2.1726735
10.0,31.0,53.0,-2.1726735
31.0,10.0,54.0,-1.2189476
10.0,31.0,54.0,-1.2189476
31.0,10.0,55.0,3.5956666
10.0,31.0,55.0,3.5956666
31.0,10.0,56.0,1.1819453
10.0,31.0,56.0,1.1819453
31.0,10.0,57.0,5.0345445
10.0,31.0,57.0,5.0345445
31.0,10.0,58.0,-4.9807234
10.0,31.0,58.0,-4.9807234
31.0,10.0,59.0,5.6750884
10.0,31.0,59.0,5.6750884
31.0,10.0,60.0,11.536772
10.0,31.0,60.0,11.536772
31.0,10.0,61.0,1.8376479
10.0,31.0,61.0,1.8376479
31.0,10.0,62.0,-6.278899
10.0,31.0,62.0,-6.278899
31.0,10.0,63.0,-0.23232795
10.0,31.0,63.0,-0.23232795
31.0,10.0,64.0,8.3862
10.0,31.0,64.0,8.3862
31.0,10.0,65.0,1.1664649
10.0,31.0,65.0,1.1664649
31.0,10.0,66.0,-7.802052
10.0,31.0,66.0,-7.802052
31.0,10.0,67.0,51.184166
10.0,31.0,67.0,51.184166
31.0,10.0,68.0,-3.48163
10.0,31.0,68.0,-3.48163
31.0,10.0,69.0,4.3636823
10.0,31.0,69.0,4.3636823
31.0,11.0,38.0,10.704063
11.0,31.0,38.0,10.704063
31.0,11.0,39.0,9.110077
11.0,31.0,39.0,9.110077
31.0,11.0,40.0,1.583877
11.0,31.0,40.0,1.583877
31.0,11.0,41.0,-3.7257879
11.0,31.0,41.0,-3.7257879
31.0,11.0,42.0,11.392574
11.0,31.0,42.0,11.392574
31.0,11.0,43.0,4.5409684
11.0,31.0,43.0,4.5409684
31.0,11.0,44.0,-0.8777138
11.0,31.0,44.0,-0.8777138
31.0,11.0,45.0,5.6853056
11.0,31.0,45.0,5.6853056
31.0,11.0,46.0,3.8369038
11.0,31.0,46.0,3.8369038
31.0,11.0,47.0,5.7086315
11.0,31.0,47.0,5.7086315
31.0,11.0,48.0,-2.614352
11.0,31.0,48.0,-2.614352
31.0,11.0,49.0,-7.3187637
11.0,31.0,49.0,-7.3187637
31.0,11.0,50.0,3.0155628
11.0,31.0,50.0,3.0155628
31.0,11.0,51.0,-5.3443737
11.0,31.0,51.0,-5.3443737
31.0,11.0,52.0,8.354084
11.0,31.0,52.0,8.354084
31.0,11.0,53.0,7.9307175
11.0,31.0,53.0,7.9307175
31.0,11.0,54.0,-1.6605295
11.0,31.0,54.0,-1.6605295
31.0,11.0,55.0,-0.7374041
11.0,31.0,55.0,-0.7374041
31.0,11.0,56.0,18.863153
11.0,31.0,56.0,18.863153
31.0,11.0,57.0,-0.97529215
11.0,31.0,57.0,-0.97529215
31.0,11.0,58.0,16.726442
11.0,31.0,58.0,16.726442
31.0,11.0,59.0,4.6094456
11.0,31.0,59.0,4.6094456
31.0,11.0,60.0,9.719114
11.0,31.0,60.0,9.719114
31.0,11.0,61.0,4.1255145
11.0,31.0,61.0,4.1255145
31.0,11.0,62.0,3.8184142
11.0,31.0,62.0,3.8184142
31.0,11.0,63.0,6.6687746
11.0,31.0,63.0,6.6687746
31.0,11.0,64.0,8.231518
11.0,31.0,64.0,8.231518
31.0,11.0,65.0,6.4357314
11.0,31.0,65.0,6.4357314
31.0,11.0,66.0,-14.777885
11.0,31.0,66.0,-14.777885
31.0,11.0,67.0,22.794693
11.0,31.0,67.0,22.794693
31.0,11.0,68.0,-11.739775
11.0,31.0,68.0,-11.739775
31.0,11.0,69.0,16.211096
11.0,31.0,69.0,16.211096
31.0,12.0,38.0,2.6047924
12.0,31.0,38.0,2.6047924
31.0,12.0,39.0,6.2457504
12.0,31.0,39.0,6.2457504
31.0,12.0,40.0,8.552383
12.0,31.0,40.0,8.552383
31.0,12.0,41.0,-3.7891734
12.0,31.0,41.0,-3.7891734
31.0,12.0,42.0,5.298727
12.0,31.0,42.0,5.298727
31.0,12.0,43.0,-2.737297
12.0,31.0,43.0,-2.737297
31.0,12.0,44.0,-0.29855445
12.0,31.0,44.0,-0.29855445
31.0,12.0,45.0,-0.5171991
12.0,31.0,45.0,-0.5171991
31.0,12.0,46.0,-1.6756058
12.0,31.0,46.0,-1.6756058
31.0,12.0,47.0,2.3782113
12.0,31.0,47.0,2.3782113
31.0,12.0,48.0,0.17724065
12.0,31.0,48.0,0.17724065
31.0,12.0,49.0,-8.198486
12.0,31.0,49.0,-8.198486
31.0,12.0,50.0,3.8713
12.0,31.0,50.0,3.8713
31.0,12.0,51.0,-2.618821
12.0,31.0,51.0,-2.618821
31.0,12.0,52.0,2.7779949
12.0,31.0,52.0,2.7779949
31.0,12.0,53.0,3.075654
12.0,31.0,53.0,3.075654
31.0,12.0,54.0,8.126112
12.0,31.0,54.0,8.126112
31.0,12.0,55.0,-1.070494
12.0,31.0,55.0,-1.070494
31.0,12.0,56.0,6.8207717
12.0,31.0,56.0,6.8207717
31.0,12.0,57.0,2.5589375
12.0,31.0,57.0,2.5589375
31.0,12.0,58.0,-9.998167
12.0,31.0,58.0,-9.998167
31.0,12.0,59.0,1.7617054
12.0,31.0,59.0,1.7617054
31.0,12.0,60.0,9.300047
12.0,31.0,60.0,9.300047
31.0,12.0,61.0,2.9889243
12.0,31.0,61.0,2.9889243
31.0,12.0,62.0,6.939655
12.0,31.0,62.0,6.939655
31.0,12.0,63.0,1.6547029
12.0,31.0,63.0,1.6547029
31.0,12.0,64.0,9.269124
12.0,31.0,64.0,9.269124
31.0,12.0,65.0,3.5015442
12.0,31.0,65.0,3.5015442
31.0,12.0,66.0,1.7552117
12.0,31.0,66.0,1.7552117
31.0,12.0,67.0,31.272314
12.0,31.0,67.0,31.272314
31.0,12.0,68.0,2.246895
12.0,31.0,68.0,2.246895
31.0,12.0,69.0,10.514584
12.0,31.0,69.0,10.514584
31.0,13.0,38.0,26.631514
13.0,31.0,38.0,26.631514
31.0,13.0,39.0,7.9036837
13.0,31.0,39.0,7.9036837
31.0,13.0,40.0,10.038768
13.0,31.0,40.0,10.038768
31.0,13.0,41.0,10.924736
13.0,31.0,41.0,10.924736
31.0,13.0,42.0,7.1307755
13.0,31.0,42.0,7.1307755
31.0,13.0,43.0,46.256367
13.0,31.0,43.0,46.256367
31.0,13.0,44.0,9.358636
13.0,31.0,44.0,9.358636
31.0,13.0,45.0,3.4164767
13.0,31.0,45.0,3.4164767
31.0,13.0,46.0,2.2294793
13.0,31.0,46.0,2.2294793
31.0,13.0,47.0,10.819885
13.0,31.0,47.0,10.819885
31.0,13.0,48.0,14.430787
13.0,31.0,48.0,14.430787
31.0,13.0,49.0,18.380205
13.0,31.0,49.0,18.380205
31.0,13.0,50.0,3.598025
13.0,31.0,50.0,3.598025
31.0,13.0,51.0,-2.5603623
13.0,31.0,51.0,-2.5603623
31.0,13.0,52.0,12.305891
13.0,31.0,52.0,12.305891
31.0,13.0,53.0,3.2140045
13.0,31.0,53.0,3.2140045
31.0,13.0,54.0,8.25717
13.0,31.0,54.0,8.25717
31.0,13.0,55.0,3.5027242
13.0,31.0,55.0,3.5027242
31.0,13.0,56.0,27.143173
13.0,31.0,56.0,27.143173
31.0,13.0,57.0,14.089703
13.0,31.0,57.0,14.089703
31.0,13.0,58.0,11.332295
13.0,31.0,58.0,11.332295
31.0,13.0,59.0,-1.8351499
13.0,31.0,59.0,-1.8351499
31.0,13.0,60.0,17.243593
13.0,31.0,60.0,17.243593
31.0,13.0,61.0,7.9629774
13.0,31.0,61.0,7.9629774
31.0,13.0,62.0,21.248402
13.0,31.0,62.0,21.248402
31.0,13.0,63.0,18.075096
13.0,31.0,63.0,18.075096
31.0,13.0,64.0,18.835133
13.0,31.0,64.0,18.835133
31.0,13.0,65.0,8.192451
13.0,31.0,65.0,8.192451
31.0,13.0,66.0,-1.7905862
13.0,31.0,66.0,-1.7905862
31.0,13.0,67.0,54.12675
