drug1,drug2,cell,Synergy_Smean
519,621,724,22.033
647,272,724,16.4805
272,647,724,16.4805
327,272,724,40.2505
272,327,724,40.2505
567,519,724,32.3655
519,567,724,32.3655
567,5,724,19.327
5,567,724,19.327
144,272,724,1.4605
272,144,724,1.4605
531,272,724,3.42
272,531,724,3.42
600,272,724,4.5195
272,600,724,4.5195
500,272,724,2.248
272,500,724,2.248
564,272,724,0.097
272,564,724,0.097
666,272,724,0.165
272,666,724,0.165
567,474,724,12.977
474,567,724,12.977
647,519,724,36.487
519,647,724,36.487
327,519,724,59.1665
519,327,724,59.1665
564,519,724,20.2725
519,564,724,20.2725
666,519,724,27.07
519,666,724,27.07
500,519,724,16.7525
519,500,724,16.7525
5,585,724,19.07
585,5,724,19.07
144,519,724,21.009
519,144,724,21.009
531,519,724,19.4765
519,531,724,19.4765
600,519,724,22.995
519,600,724,22.995
647,529,724,19.1265
529,647,724,19.1265
327,529,724,49.226
529,327,724,49.226
567,272,724,15.95
272,567,724,15.95
474,217,724,-1.774
217,474,724,-1.774
585,217,724,7.515
217,585,724,7.515
174,217,724,3.583
217,174,724,3.583
567,585,724,10.0945
585,567,724,10.0945
5,272,724,8.9605
272,5,724,8.9605
621,217,724,13.8295
217,621,724,13.8295
500,529,724,-0.4545
529,500,724,-0.4545
567,71,724,22.8145
71,567,724,22.8145
564,529,724,-3.2715
529,564,724,-3.2715
666,529,724,6.2615
529,666,724,6.2615
5,217,724,16.517
217,5,724,16.517
174,272,724,5.0805
272,174,724,5.0805
474,272,724,-5.6785
272,474,724,-5.6785
585,272,724,-2.73
272,585,724,-2.73
621,272,724,4.847
272,621,724,4.847
567,217,724,23.9415
217,567,724,23.9415
144,529,724,-0.6635
529,144,724,-0.6635
531,666,724,-1.3165
666,531,724,-1.3165
144,666,724,-0.6175
666,144,724,-0.6175
144,174,724,0.3385
174,144,724,0.3385
564,666,724,1.3635
666,564,724,1.3635
531,174,724,-2.1635
174,531,724,-2.1635
666,174,724,2.992
174,666,724,2.992
564,174,724,3.694
174,564,724,3.694
531,529,724,0.558
529,531,724,0.558
600,529,724,-1.1955
529,600,724,-1.1955
5,243,724,28.8655
243,5,724,28.8655
647,174,724,15.589
174,647,724,15.589
327,174,724,9.7235
174,327,724,9.7235
5,474,724,24.416
474,5,724,24.416
531,618,724,3.795
618,531,724,3.795
600,618,724,0.5235
618,600,724,0.5235
144,618,724,2.7075
618,144,724,2.7075
500,618,724,1.1105
618,500,724,1.1105
564,618,724,-0.6445
618,564,724,-0.6445
174,243,724,40.039
243,174,724,40.039
567,468,724,16.785
468,567,724,16.785
531,564,724,-5.1175
564,531,724,-5.1175
474,243,724,53.5585
243,474,724,53.5585
585,243,724,32.318
243,585,724,32.318
49,468,725,40.1695
468,49,725,40.1695
589,186,725,-5.12
186,589,725,-5.12
590,641,725,-1.8945
641,590,725,-1.8945
589,599,725,-4.816
599,589,725,-4.816
217,49,725,0.5885
49,217,725,0.5885
217,353,725,-4.7585
353,217,725,-4.7585
186,618,725,12.6565
618,186,725,12.6565
589,529,725,2.225
529,589,725,2.225
241,599,725,1.893
599,241,725,1.893
644,398,725,3.1435
398,644,725,3.1435
207,49,725,0.316
49,207,725,0.316
590,599,725,-0.5635
599,590,725,-0.5635
644,590,725,6.5365
590,644,725,6.5365
612,644,725,6.76
644,612,725,6.76
241,398,725,-2.469
398,241,725,-2.469
474,322,725,14.565
322,474,725,14.565
30,272,725,0.966
272,30,725,0.966
641,529,725,1.4085
529,641,725,1.4085
612,272,725,-2.519
272,612,725,-2.519
71,618,725,-3.164
618,71,725,-3.164
30,398,725,-1.7385
398,30,725,-1.7385
589,644,725,7.812
644,589,725,7.812
241,49,725,0.382
49,241,725,0.382
207,398,725,9.72
398,207,725,9.72
272,641,725,-0.477
641,272,725,-0.477
186,529,725,2.4165
529,186,725,2.4165
218,274,725,18.4275
274,218,725,18.4275
612,599,725,5.308
599,612,725,5.308
64,241,725,-3.547
241,64,725,-3.547
241,272,725,-2.749
272,241,725,-2.749
590,398,725,-0.303
398,590,725,-0.303
612,174,725,0.963
174,612,725,0.963
612,218,725,1.2365
218,612,725,1.2365
218,599,725,-5.8045
599,218,725,-5.8045
335,529,725,-3.7955
529,335,725,-3.7955
186,641,725,15.1485
641,186,725,15.1485
71,398,725,3.332
398,71,725,3.332
30,274,725,1.4335
274,30,725,1.4335
353,49,725,-4.955
49,353,725,-4.955
207,272,725,4.925
272,207,725,4.925
71,49,725,-0.6435
49,71,725,-0.6435
243,272,725,-1.1055
272,243,725,-1.1055
353,241,725,0.5955
241,353,725,0.5955
30,529,725,2.185
529,30,725,2.185
353,243,725,2.8305
243,353,725,2.8305
30,641,725,1.123
641,30,725,1.123
186,218,725,26.394
218,186,725,26.394
217,599,725,0.5595
599,217,725,0.5595
243,398,725,13.4835
398,243,725,13.4835
589,519,725,3.443
519,589,725,3.443
353,71,725,-6.264
71,353,725,-6.264
644,272,725,9.548
272,644,725,9.548
612,529,725,-2.6455
529,612,725,-2.6455
585,618,725,9.306
618,585,725,9.306
322,272,725,9.582
272,322,725,9.582
666,218,725,15.0555
218,666,725,15.0555
71,272,725,-2.4325
272,71,725,-2.4325
641,468,725,16.9855
468,641,725,16.9855
398,468,725,1.0825
468,398,725,1.0825
243,241,725,-5.036
241,243,725,-5.036
322,49,725,6.5005
49,322,725,6.5005
241,186,725,23.1095
186,241,725,23.1095
353,186,725,15.34
186,353,725,15.34
519,590,725,6.6985
590,519,725,6.6985
241,529,725,-2.86
529,241,725,-2.86
217,398,725,-0.879
398,217,725,-0.879
64,30,725,-4.324
30,64,725,-4.324
64,207,725,5.37
207,64,725,5.37
353,599,725,-1.7135
599,353,725,-1.7135
353,322,725,26.7795
322,353,725,26.7795
322,599,725,0.321
599,322,725,0.321
64,274,725,1.917
274,64,725,1.917
589,322,725,13.151
322,589,725,13.151
335,468,725,18.559
468,335,725,18.559
5,218,725,23.2085
218,5,725,23.2085
612,49,725,-2.353
49,612,725,-2.353
272,274,725,-0.96
274,272,725,-0.96
612,589,725,0.4755
589,612,725,0.4755
217,64,725,-3.22
64,217,725,-3.22
612,398,725,8.1595
398,612,725,8.1595
589,64,725,-1.2
64,589,725,-1.2
529,618,725,4.0505
618,529,725,4.0505
186,519,725,11.896
519,186,725,11.896
186,207,725,31.5335
207,186,725,31.5335
186,30,725,25.2785
30,186,725,25.2785
589,398,725,-2.637
398,589,725,-2.637
589,218,725,16.5075
218,589,725,16.5075
589,217,725,2.4315
217,589,725,2.4315
217,618,725,0.5395
618,217,725,0.5395
585,322,725,22.3865
322,585,725,22.3865
590,272,725,-4.684
272,590,725,-4.684
519,529,725,4.45
529,519,725,4.45
567,618,725,35.8195
618,567,725,35.8195
274,179,725,-5.1245
179,274,725,-5.1245
589,272,725,-1.8755
272,589,725,-1.8755
335,398,725,-2.5635
398,335,725,-2.5635
64,71,725,-2.403
71,64,725,-2.403
71,241,725,-1.232
241,71,725,-1.232
64,272,725,-5.468
272,64,725,-5.468
243,274,725,13.0925
274,243,725,13.0925
217,186,725,2.735
186,217,725,2.735
644,529,725,0.7495
529,644,725,0.7495
353,207,725,11.749
207,353,725,11.749
335,272,725,-1.7155
272,335,725,-1.7155
335,241,725,-2.455
241,335,725,-2.455
64,353,725,-7.9
353,64,725,-7.9
71,641,725,-1.7545
641,71,725,-1.7545
612,519,725,5.5425
519,612,725,5.5425
241,30,725,-1.6985
30,241,725,-1.6985
322,274,725,2.905
274,322,725,2.905
49,179,725,2.6135
179,49,725,2.6135
174,322,725,13.081
322,174,725,13.081
30,49,725,-5.244
49,30,725,-5.244
186,468,725,10.4955
468,186,725,10.4955
241,468,725,11.355
468,241,725,11.355
647,322,725,33.1555
322,647,725,33.1555
207,274,725,2.355
274,207,725,2.355
599,641,725,1.137
641,599,725,1.137
519,398,725,8.4935
398,519,725,8.4935
353,529,725,-3.4905
529,353,725,-3.4905
589,641,725,-1.3315
641,589,725,-1.3315
327,322,725,12.9495
322,327,725,12.9495
335,644,725,6.705
644,335,725,6.705
599,468,725,42.3115
468,599,725,42.3115
64,49,725,-0.4255
49,64,725,-0.4255
621,218,725,33.688
218,621,725,33.688
335,243,725,14.948
243,335,725,14.948
327,618,725,-8.4385
618,327,725,-8.4385
218,64,725,-2.788
64,218,725,-2.788
30,590,725,-0.353
590,30,725,-0.353
644,618,725,4.933
618,644,725,4.933
218,618,725,7.186
618,218,725,7.186
335,599,725,0.88
599,335,725,0.88
64,641,725,-0.959
641,64,725,-0.959
217,590,725,-0.0315
590,217,725,-0.0315
243,590,725,-1.354
590,243,725,-1.354
618,468,725,3.0415
468,618,725,3.0415
644,241,725,-3.751
241,644,725,-3.751
64,519,725,9.966
519,64,725,9.966
519,618,725,3.5565
618,519,725,3.5565
218,644,725,8.309
644,218,725,8.309
612,335,725,0.4375
335,612,725,0.4375
64,322,725,21.054
322,64,725,21.054
207,241,725,7.33
241,207,725,7.33
335,217,725,-0.476
217,335,725,-0.476
519,641,725,-2.2115
641,519,725,-2.2115
335,207,725,11.7175
207,335,725,11.7175
64,179,725,0.263
179,64,725,0.263
590,49,725,2.0845
49,590,725,2.0845
186,398,725,21.7125
398,186,725,21.7125
621,322,725,26.2085
322,621,725,26.2085
612,207,725,-2.235
207,612,725,-2.235
612,618,725,2.919
618,612,725,2.919
49,641,725,4.781
641,49,725,4.781
186,599,725,16.4015
599,186,725,16.4015
589,274,725,-3.1305
274,589,725,-3.1305
519,599,725,7.311
599,519,725,7.311
217,274,725,0.063
274,217,725,0.063
612,71,725,2.7005
71,612,725,2.7005
644,49,725,1.88
49,644,725,1.88
207,529,725,5.999
529,207,725,5.999
64,243,725,12.8305
243,64,725,12.8305
218,398,725,6.221
398,218,725,6.221
590,179,725,-0.537
179,590,725,-0.537
243,618,725,29.775
618,243,725,29.775
353,30,725,-3.797
30,353,725,-3.797
322,641,725,13.8775
641,322,725,13.8775
174,618,725,17.6245
618,174,725,17.6245
274,529,725,2.16
529,274,725,2.16
644,468,725,6.3995
468,644,725,6.3995
64,599,725,-3.607
599,64,725,-3.607
274,468,725,-1.3555
468,274,725,-1.3555
612,64,725,-1.495
64,612,725,-1.495
335,64,725,-3.761
64,335,725,-3.761
644,179,725,0.292
179,644,725,0.292
218,179,725,-3.5005
179,218,725,-3.5005
599,179,725,3.248
179,599,725,3.248
322,529,725,7.803
529,322,725,7.803
335,519,725,10.163
519,335,725,10.163
322,398,725,17.8175
398,322,725,17.8175
335,71,725,5.5735
71,335,725,5.5735
241,179,725,-1.917
179,241,725,-1.917
335,618,725,-4.628
618,335,725,-4.628
612,30,725,0.512
30,612,725,0.512
272,186,725,0.044
186,272,725,0.044
612,567,725,35.328
567,612,725,35.328
590,618,725,2.3425
618,590,725,2.3425
644,217,725,4.179
217,644,725,4.179
243,186,725,17.5655
186,243,725,17.5655
612,179,725,-3.3615
179,612,725,-3.3615
207,641,725,0.6455
641,207,725,0.6455
353,468,725,3.1325
468,353,725,3.1325
644,353,725,1.6405
353,644,725,1.6405
241,641,725,-0.0505
641,241,725,-0.0505
612,647,725,22.1095
647,612,725,22.1095
589,179,725,-3.018
179,589,725,-3.018
589,590,725,0.5935
590,589,725,0.5935
590,218,725,32.312
218,590,725,32.312
64,468,725,24.3965
468,64,725,24.3965
71,599,725,8.3765
599,71,725,8.3765
398,179,725,-2.309
179,398,725,-2.309
272,179,725,-1.4415
179,272,725,-1.4415
612,353,725,3.377
353,612,725,3.377
398,641,725,-3.7
641,398,725,-3.7
241,618,725,-1.0635
618,241,725,-1.0635
353,519,725,5.8695
519,353,725,5.8695
207,618,725,12.0135
618,207,725,12.0135
49,618,725,2.3495
618,49,725,2.3495
599,274,725,3.55
274,599,725,3.55
218,529,725,27.6365
529,218,725,27.6365
49,272,725,-3.314
272,49,725,-3.314
644,274,725,6.586
274,644,725,6.586
353,618,725,1.5665
618,353,725,1.5665
335,590,725,0.0715
590,335,725,0.0715
612,5,725,1.966
5,612,725,1.966
217,272,725,0.6405
272,217,725,0.6405
64,590,725,-2.192
590,64,725,-2.192
621,618,725,3.8625
618,621,725,3.8625
567,322,725,38.8845
322,567,725,38.8845
612,585,725,13.6265
585,612,725,13.6265
274,641,725,-6.5265
641,274,725,-6.5265
272,529,725,-4.647
529,272,725,-4.647
589,30,725,-6.1445
30,589,725,-6.1445
64,186,725,8.8555
186,64,725,8.8555
612,243,725,25.496
243,612,725,25.496
644,186,725,5.626
186,644,725,5.626
590,241,725,1.9015
241,590,725,1.9015
644,64,725,0.142
64,644,725,0.142
217,529,725,-2.499
529,217,725,-2.499
590,274,725,0.195
274,590,725,0.195
666,618,725,3.482
618,666,725,3.482
179,618,725,0.0995
618,179,725,0.0995
612,327,725,20.7785
327,612,725,20.7785
589,243,725,-0.4665
243,589,725,-0.4665
186,71,725,-1.3155
71,186,725,-1.3155
30,599,725,10.338
599,30,725,10.338
353,274,725,-3.203
274,353,725,-3.203
272,218,725,7.8145
218,272,725,7.8145
647,618,725,11.9605
618,647,725,11.9605
612,241,725,1.4345
241,612,725,1.4345
599,618,725,1.771
618,599,725,1.771
666,322,725,11.3595
322,666,725,11.3595
353,179,725,-0.788
179,353,725,-0.788
243,599,725,5.117
599,243,725,5.117
64,529,725,-0.617
529,64,725,-0.617
644,243,725,15.7945
243,644,725,15.7945
322,590,725,7.9595
590,322,725,7.9595
474,618,725,-3.3925
618,474,725,-3.3925
174,218,725,26.094
218,174,725,26.094
644,71,725,7.2785
71,644,725,7.2785
589,353,725,-5.962
353,589,725,-5.962
243,218,725,20.666
218,243,725,20.666
241,218,725,11.2405
218,241,725,11.2405
612,186,725,13.468
186,612,725,13.468
327,218,725,53.7305
218,327,725,53.7305
612,322,725,10.881
322,612,725,10.881
353,398,725,-5.815
398,353,725,-5.815
186,590,725,20.3645
590,186,725,20.3645
589,241,725,0.1415
241,589,725,0.1415
641,618,725,2.7915
618,641,725,2.7915
589,335,725,-0.225
335,589,725,-0.225
272,398,725,-2.941
398,272,725,-2.941
474,218,725,20.8455
218,474,725,20.8455
71,274,725,-4.002
274,71,725,-4.002
5,322,725,15.6755
322,5,725,15.6755
179,529,725,-1.4405
529,179,725,-1.4405
644,641,725,4.02
641,644,725,4.02
398,274,725,-0.841
274,398,725,-0.841
186,179,725,7.9765
179,186,725,7.9765
644,322,725,18.5675
322,644,725,18.5675
519,49,725,6.8645
49,519,725,6.8645
322,618,725,7.605
618,322,725,7.605
335,353,725,-2.674
353,335,725,-2.674
612,274,725,-1.2945
274,612,725,-1.2945
529,468,725,8.431
468,529,725,8.431
64,398,725,-5.0655
398,64,725,-5.0655
519,241,725,-3.6075
241,519,725,-3.6075
241,274,725,-3.815
274,241,725,-3.815
612,666,725,-0.3475
666,612,725,-0.3475
322,241,725,12.9025
241,322,725,12.9025
335,49,725,-1.9045
49,335,725,-1.9045
585,218,725,21.8735
218,585,725,21.8735
186,49,725,-0.27
49,186,725,-0.27
612,468,725,-2.781
468,612,725,-2.781
5,618,725,2.063
618,5,725,2.063
272,599,725,6.4325
599,272,725,6.4325
218,353,725,31.3945
353,218,725,31.3945
49,274,725,-1.6875
274,49,725,-1.6875
64,618,725,3.264
618,64,725,3.264
243,49,725,-2.115
49,243,725,-2.115
590,529,725,0.7795
529,590,725,0.7795
589,618,725,-8.529
618,589,725,-8.529
353,641,725,-2.3925
641,353,725,-2.3925
335,186,725,4.6135
186,335,725,4.6135
243,179,725,-3.0485
179,243,725,-3.0485
49,398,725,1.849
398,49,725,1.849
217,241,725,-4.8055
241,217,725,-4.8055
612,474,725,-2.1965
474,612,725,-2.1965
217,641,725,2.198
641,217,725,2.198
612,590,725,8.186
590,612,725,8.186
589,49,725,0.8195
49,589,725,0.8195
335,179,725,-2.201
179,335,725,-2.201
612,641,725,3.027
641,612,725,3.027
612,217,725,-0.138
217,612,725,-0.138
567,218,725,37.546
218,567,725,37.546
644,207,725,10.3465
207,644,725,10.3465
589,71,725,-1.323
71,589,725,-1.323
589,207,725,15.2165
207,589,725,15.2165
599,398,725,-2.0355
398,599,725,-2.0355
218,335,725,-1.3955
335,218,725,-1.3955
272,468,725,32.272
468,272,725,32.272
335,30,725,-2.117
30,335,725,-2.117
398,618,725,0.05
618,398,725,0.05
589,468,725,24.9775
468,589,725,24.9775
599,529,725,0.853
529,599,725,0.853
644,30,725,-3.4975
30,644,725,-3.4975
186,322,725,10.733
322,186,725,10.733
49,599,725,4.8125
599,49,725,4.8125
647,218,725,36.008
218,647,725,36.008
49,529,725,-0.1205
529,49,725,-0.1205
590,468,725,16.9785
468,590,725,16.9785
335,274,725,0.8495
274,335,725,0.8495
243,641,725,4.2555
641,243,725,4.2555
186,274,725,-7.3775
274,186,725,-7.3775
218,641,725,27.1435
641,218,725,27.1435
71,529,725,-4.036
529,71,725,-4.036
274,618,725,-1.7375
618,274,725,-1.7375
519,274,725,4.761
274,519,725,4.761
398,529,725,-0.025
529,398,725,-0.025
243,529,725,38.0765
529,243,725,38.0765
207,590,725,-2.4825
590,207,725,-2.4825
218,49,725,31.8945
49,218,725,31.8945
612,621,725,18.083
621,612,725,18.083
272,618,725,-5.658
618,272,725,-5.658
644,519,725,19.482
519,644,725,19.482
71,590,725,-0.708
590,71,725,-0.708
30,618,725,0.3405
618,30,725,0.3405
335,641,725,-5.976
641,335,725,-5.976
644,599,725,1.0255
599,644,725,1.0255
207,599,725,7.2285
599,207,725,7.2285
335,322,725,25.4945
322,335,725,25.4945
179,641,725,-4.6835
641,179,725,-4.6835
621,243,725,30.1175
243,621,725,30.1175
647,217,725,26.5355
217,647,725,26.5355
327,217,725,16.6875
217,327,725,16.6875
500,217,725,-2.8925
217,500,725,-2.8925
564,217,725,0.082
217,564,725,0.082
666,217,725,1.003
217,666,725,1.003
144,217,725,0.807
217,144,725,0.807
531,217,725,-0.0365
217,531,725,-0.0365
600,217,725,-3.362
217,600,725,-3.362
174,468,725,5.66
468,174,725,5.66
567,243,725,33.9605
243,567,725,33.9605
474,468,725,-4.2905
468,474,725,-4.2905
585,468,725,2.6625
468,585,725,2.6625
567,174,725,38.4245
174,567,725,38.4245
621,468,725,22.029
468,621,725,22.029
647,335,725,20.8405
335,647,725,20.8405
327,335,725,15.6155
335,327,725,15.6155
666,335,725,-0.5025
335,666,725,-0.5025
564,335,725,-0.179
335,564,725,-0.179
567,529,725,31.32
529,567,725,31.32
500,335,725,2.828
335,500,725,2.828
600,335,725,0.3135
335,600,725,0.3135
531,335,725,2.807
335,531,725,2.807
327,243,725,24.322
243,327,725,24.322
647,243,725,40.8145
243,647,725,40.8145
144,335,725,0.082
335,144,725,0.082
5,468,725,6.0015
468,5,725,6.0015
567,335,725,26.306
335,567,725,26.306
5,174,725,11.364
174,5,725,11.364
144,243,725,35.1825
243,144,725,35.1825
531,243,725,35.2345
243,531,725,35.2345
600,243,725,30.6905
243,600,725,30.6905
5,71,725,1.6415
71,5,725,1.6415
564,243,725,39.402
243,564,725,39.402
666,243,725,28.38
243,666,725,28.38
500,243,725,35.295
243,500,725,35.295
621,174,725,18.4145
174,621,725,18.4145
585,335,725,-2.558
335,585,725,-2.558
474,335,725,-2.4235
335,474,725,-2.4235
567,241,725,22.974
241,567,725,22.974
174,335,725,5.467
335,174,725,5.467
621,335,725,29.4165
335,621,725,29.4165
567,207,725,25.782
207,567,725,25.782
647,567,725,42.937
567,647,725,42.937
327,567,725,36.217
567,327,725,36.217
5,335,725,2.469
335,5,725,2.469
500,30,725,6.544
30,500,725,6.544
564,30,725,3.1935
30,564,725,3.1935
666,30,725,8.5295
30,666,725,8.5295
531,30,725,4.3495
30,531,725,4.3495
600,30,725,4.4075
30,600,725,4.4075
144,30,725,11.241
30,144,725,11.241
531,567,725,35.359
567,531,725,35.359
647,468,725,24.5365
468,647,725,24.5365
327,468,725,2.6875
468,327,725,2.6875
5,207,725,5.456
207,5,725,5.456
144,567,725,35.556
567,144,725,35.556
666,567,725,37.5705
567,666,725,37.5705
564,567,725,39.721
567,564,725,39.721
621,207,725,25.0745
207,621,725,25.0745
647,30,725,28.333
30,647,725,28.333
327,30,725,22.8725
30,327,725,22.8725
144,468,725,-0.402
468,144,725,-0.402
600,468,725,3.5765
468,600,725,3.5765
531,468,725,0.446
468,531,725,0.446
666,468,725,2.3285
468,666,725,2.3285
564,468,725,5.0385
468,564,725,5.0385
500,468,725,0.737
468,500,725,0.737
174,207,725,2.939
207,174,725,2.939
585,207,725,7.2495
207,585,725,7.2495
474,207,725,-0.601
207,474,725,-0.601
531,600,725,3.6255
600,531,725,3.6255
5,621,725,26.212
621,5,725,26.212
567,30,725,35.767
30,567,725,35.767
531,207,725,8.9055
207,531,725,8.9055
600,207,725,7.5525
207,600,725,7.5525
144,207,725,5.3665
207,144,725,5.3665
500,207,725,13.851
207,500,725,13.851
564,207,725,8.4135
207,564,725,8.4135
666,207,725,5.916
207,666,725,5.916
647,207,725,17.6615
207,647,725,17.6615
327,207,725,19.607
207,327,725,19.607
567,64,725,31.416
64,567,725,31.416
5,30,725,16.882
30,5,725,16.882
621,30,725,26.3815
30,621,725,26.3815
585,30,725,25.8715
30,585,725,25.8715
474,30,725,2.254
30,474,725,2.254
500,186,725,32.946
186,500,725,32.946
564,186,725,31.065
186,564,725,31.065
666,186,725,25.638
186,666,725,25.638
174,30,725,11.55
30,174,725,11.55
5,64,725,3.5415
64,5,725,3.5415
144,186,725,18.582
186,144,725,18.582
531,186,725,26.995
186,531,725,26.995
600,186,725,15.7165
186,600,725,15.7165
174,71,725,1.571
71,174,725,1.571
647,186,725,38.344
186,647,725,38.344
327,186,725,36.792
186,327,725,36.792
585,64,725,9.8045
64,585,725,9.8045
474,64,725,1.001
64,474,725,1.001
174,64,725,5.424
64,174,725,5.424
621,64,725,22.717
64,621,725,22.717
327,398,725,27.5405
398,327,725,27.5405
647,398,725,25.4925
398,647,725,25.4925
5,274,725,7.66
274,5,725,7.66
474,71,725,-0.817
71,474,725,-0.817
621,186,725,26.381
186,621,725,26.381
567,641,725,33.4305
641,567,725,33.4305
474,186,725,31.4125
186,474,725,31.4125
585,186,725,36.6945
186,585,725,36.6945
585,274,725,9.072
274,585,725,9.072
474,274,725,-2.0325
274,474,725,-2.0325
174,186,725,22.209
186,174,725,22.209
585,71,725,4.1245
71,585,725,4.1245
174,274,725,-2.4675
274,174,725,-2.4675
531,647,725,38.066
647,531,725,38.066
144,647,725,34.5125
647,144,725,34.5125
327,64,725,20.4665
64,327,725,20.4665
647,64,725,27.3305
64,647,725,27.3305
621,274,725,21.016
274,621,725,21.016
564,64,725,2.5825
64,564,725,2.5825
666,64,725,3.2785
64,666,725,3.2785
666,647,725,25.9495
647,666,725,25.9495
500,64,725,-0.48
64,500,725,-0.48
564,647,725,37.371
647,564,725,37.371
531,64,725,6.1345
64,531,725,6.1345
600,64,725,2.251
64,600,725,2.251
144,64,725,4.7735
64,144,725,4.7735
666,398,725,3.6035
398,666,725,3.6035
144,590,725,11.0585
590,144,725,11.0585
5,186,725,25.071
186,5,725,25.071
531,590,725,6.664
590,531,725,6.664
600,590,725,9.9585
590,600,725,9.9585
564,398,725,3.823
398,564,725,3.823
500,590,725,7.4665
590,500,725,7.4665
500,398,725,5.09
398,500,725,5.09
564,590,725,10.3235
590,564,725,10.3235
666,590,725,7.838
590,666,725,7.838
174,641,725,5.989
641,174,725,5.989
585,641,725,-1.141
641,585,725,-1.141
647,590,725,29.061
590,647,725,29.061
327,590,725,10.8295
590,327,725,10.8295
474,641,725,-1.9465
641,474,725,-1.9465
567,274,725,29.637
274,567,725,29.637
567,186,725,32.794
186,567,725,32.794
621,641,725,19.5085
641,621,725,19.5085
5,641,725,5.5635
641,5,725,5.5635
5,179,725,8.5085
179,5,725,8.5085
5,241,725,0.2295
241,5,725,0.2295
327,274,725,16.575
274,327,725,16.575
647,274,725,23.9995
274,647,725,23.9995
500,274,725,3.766
274,500,725,3.766
666,274,725,4.7395
274,666,725,4.7395
564,274,725,2.1355
274,564,725,2.1355
600,274,725,2.8845
274,600,725,2.8845
531,274,725,4.419
274,531,725,4.419
144,274,725,5.5355
274,144,725,5.5355
144,218,725,3.4085
218,144,725,3.4085
174,179,725,2.923
179,174,725,2.923
600,218,725,11.325
218,600,725,11.325
531,218,725,9.151
218,531,725,9.151
474,179,725,1.3165
179,474,725,1.3165
585,179,725,13.0715
179,585,725,13.0715
564,218,725,28.9125
218,564,725,28.9125
500,218,725,7.5845
218,500,725,7.5845
621,590,725,19.8725
590,621,725,19.8725
621,71,725,19.2715
71,621,725,19.2715
621,179,725,24.9995
179,621,725,24.9995
174,590,725,2.4485
590,174,725,2.4485
144,398,725,2.017
398,144,725,2.017
474,590,725,4.507
590,474,725,4.507
474,529,725,-1.3485
529,474,725,-1.3485
585,590,725,10.1935
590,585,725,10.1935
600,398,725,5.8725
398,600,725,5.8725
531,398,725,1.163
398,531,725,1.163
585,529,725,2.9715
529,585,725,2.9715
5,590,725,9.457
590,5,725,9.457
567,179,725,31.4675
179,567,725,31.4675
564,322,725,21.1675
322,564,725,21.1675
647,641,725,28.8935
641,647,725,28.8935
327,641,725,29.189
641,327,725,29.189
500,322,725,20.314
322,500,725,20.314
621,241,725,22.958
241,621,725,22.958
327,179,725,15.425
179,327,725,15.425
647,179,725,28.648
179,647,725,28.648
531,641,725,0.4245
641,531,725,0.4245
600,641,725,8.75
641,600,725,8.75
144,641,725,3.4265
641,144,725,3.4265
567,590,725,31.646
590,567,725,31.646
144,179,725,2.177
179,144,725,2.177
531,179,725,4.3555
179,531,725,4.3555
600,179,725,-0.4125
179,600,725,-0.4125
564,641,725,1.68
641,564,725,1.68
666,641,725,3.211
641,666,725,3.211
500,641,725,12.415
641,500,725,12.415
174,529,725,6.238
529,174,725,6.238
564,179,725,4.4
179,564,725,4.4
666,179,725,4.596
179,666,725,4.596
500,179,725,3.892
179,500,725,3.892
531,322,725,18.226
322,531,725,18.226
600,322,725,18.522
322,600,725,18.522
144,322,725,22.101
322,144,725,22.101
585,241,725,-3.675
241,585,725,-3.675
474,241,725,-6.3525
241,474,725,-6.3525
531,585,725,21.5705
585,531,725,21.5705
174,241,725,-0.612
241,174,725,-0.612
144,585,725,17.586
585,144,725,17.586
621,529,725,20.45
529,621,725,20.45
564,585,725,19.5865
585,564,725,19.5865
666,585,725,9.094
585,666,725,9.094
5,529,725,6.409
529,5,725,6.409
327,585,725,17.824
585,327,725,17.824
647,585,725,34.158
585,647,725,34.158
567,398,725,30.0015
398,567,725,30.0015
327,71,725,13.212
71,327,725,13.212
647,71,725,22.111
71,647,725,22.111
144,621,725,10.575
621,144,725,10.575
531,621,725,-0.622
621,531,725,-0.622
647,49,725,28.269
49,647,725,28.269
327,49,725,31.231
49,327,725,31.231
144,71,725,5.249
71,144,725,5.249
564,621,725,14.383
621,564,725,14.383
666,621,725,-4.2995
621,666,725,-4.2995
600,71,725,4.9835
71,600,725,4.9835
531,71,725,-0.3605
71,531,725,-0.3605
531,49,725,-4.9455
49,531,725,-4.9455
600,49,725,-2.756
49,600,725,-2.756
647,621,725,32.7545
621,647,725,32.7545
327,621,725,37.9925
621,327,725,37.9925
500,241,725,8.194
241,500,725,8.194
666,241,725,-2.3795
241,666,725,-2.3795
564,241,725,4.393
241,564,725,4.393
144,49,725,-1.3895
49,144,725,-1.3895
666,71,725,0.793
71,666,725,0.793
564,71,725,1.5445
71,564,725,1.5445
500,71,725,2.3225
71,500,725,2.3225
564,49,725,-4.237
49,564,725,-4.237
666,49,725,7.2425
49,666,725,7.2425
500,49,725,-0.842
49,500,725,-0.842
600,241,725,4.859
241,600,725,4.859
531,241,725,2.3355
241,531,725,2.3355
144,241,725,6.474
241,144,725,6.474
5,398,725,9.207
398,5,725,9.207
327,241,725,18.614
241,327,725,18.614
647,241,725,21.7975
